country,year,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Rwanda,2016,uniqueid_360,No,Rural,Yes,7,49,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_361,No,Rural,Yes,6,45,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_362,No,Rural,Yes,6,40,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_363,No,Rural,Yes,6,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_364,No,Rural,Yes,7,56,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_365,No,Urban,Yes,5,34,Female,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_366,No,Rural,Yes,4,75,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_367,No,Rural,Yes,5,21,Male,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_368,No,Urban,Yes,8,23,Male,Parent,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,uniqueid_369,No,Rural,Yes,3,27,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_370,No,Rural,Yes,3,31,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_371,No,Rural,Yes,2,78,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_372,Yes,Rural,Yes,6,37,Female,Spouse,Married/Living together,Tertiary education,Formally employed Government
Rwanda,2016,uniqueid_373,Yes,Rural,Yes,1,51,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_374,No,Rural,No,1,73,Female,Head of Household,Widowed,No formal education,Government Dependent
Rwanda,2016,uniqueid_375,No,Rural,No,3,50,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent
Rwanda,2016,uniqueid_376,No,Rural,Yes,7,43,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_377,No,Rural,Yes,3,70,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_378,No,Urban,Yes,4,33,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Rwanda,2016,uniqueid_379,Yes,Urban,Yes,3,45,Female,Head of Household,Widowed,Secondary education,Self employed
Rwanda,2016,uniqueid_380,No,Rural,Yes,3,27,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_381,No,Rural,Yes,7,41,Female,Spouse,Married/Living together,Secondary education,Self employed
Rwanda,2016,uniqueid_382,No,Urban,Yes,4,25,Female,Child,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,uniqueid_383,Yes,Rural,Yes,7,48,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_384,No,Rural,Yes,3,22,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_385,No,Rural,Yes,5,20,Female,Other relative,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_386,No,Rural,Yes,5,32,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_387,No,Rural,No,5,48,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_388,Yes,Urban,Yes,5,23,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_389,No,Rural,Yes,6,35,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_390,No,Rural,Yes,5,33,Male,Head of Household,Married/Living together,Primary education,Self employed
Rwanda,2016,uniqueid_391,No,Rural,Yes,4,54,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Rwanda,2016,uniqueid_392,Yes,Rural,Yes,2,16,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_393,Yes,Rural,Yes,10,49,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_394,No,Rural,No,7,37,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_395,Yes,Rural,Yes,4,37,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
Rwanda,2016,uniqueid_396,No,Rural,Yes,5,29,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_397,No,Rural,Yes,3,80,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Rwanda,2016,uniqueid_398,Yes,Rural,Yes,5,40,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Rwanda,2016,uniqueid_399,No,Rural,No,3,53,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_400,No,Rural,Yes,3,17,Female,Child,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,uniqueid_401,Yes,Rural,Yes,5,62,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_402,No,Rural,No,6,42,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_403,No,Rural,Yes,4,26,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_404,No,Rural,Yes,4,45,Female,Head of Household,Widowed,Primary education,Informally employed
Rwanda,2016,uniqueid_405,No,Rural,Yes,2,55,Female,Head of Household,Widowed,Primary education,Informally employed
Rwanda,2016,uniqueid_406,No,Rural,Yes,5,33,Male,Spouse,Married/Living together,Secondary education,Dont Know/Refuse to answer
Rwanda,2016,uniqueid_407,No,Rural,No,1,65,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
Rwanda,2016,uniqueid_408,No,Urban,Yes,5,35,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Rwanda,2016,uniqueid_409,No,Rural,No,2,70,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_410,No,Rural,No,3,30,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_411,No,Rural,No,4,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_412,No,Rural,Yes,3,20,Male,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_413,No,Rural,Yes,5,29,Female,Spouse,Married/Living together,Primary education,Self employed
Rwanda,2016,uniqueid_414,No,Rural,Yes,3,30,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_415,No,Rural,Yes,5,27,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Rwanda,2016,uniqueid_416,Yes,Urban,Yes,6,48,Female,Spouse,Married/Living together,Tertiary education,Remittance Dependent
Rwanda,2016,uniqueid_417,No,Urban,Yes,6,17,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,uniqueid_418,Yes,Urban,Yes,7,43,Female,Head of Household,Divorced/Seperated,Primary education,Other Income
Rwanda,2016,uniqueid_419,No,Rural,Yes,8,32,Female,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_420,No,Rural,Yes,6,56,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_421,No,Rural,Yes,3,78,Female,Head of Household,Married/Living together,Primary education,Government Dependent
Rwanda,2016,uniqueid_422,No,Rural,Yes,4,75,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Rwanda,2016,uniqueid_423,No,Rural,Yes,5,31,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_424,Yes,Urban,Yes,2,29,Female,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent
Rwanda,2016,uniqueid_425,No,Rural,No,3,30,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_426,No,Rural,Yes,5,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_427,No,Rural,Yes,9,25,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_428,Yes,Rural,Yes,2,73,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_429,No,Rural,Yes,3,25,Male,Head of Household,Married/Living together,Secondary education,Self employed
Rwanda,2016,uniqueid_430,No,Rural,Yes,8,35,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_431,No,Urban,Yes,5,30,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_432,No,Rural,Yes,6,46,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_433,No,Rural,No,5,86,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_434,No,Rural,Yes,3,71,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_435,No,Rural,Yes,5,33,Female,Spouse,Married/Living together,Primary education,Self employed
Rwanda,2016,uniqueid_436,Yes,Rural,No,3,95,Female,Head of Household,Widowed,No formal education,Government Dependent
Rwanda,2016,uniqueid_437,Yes,Rural,Yes,1,26,Male,Head of Household,Single/Never Married,Secondary education,Other Income
Rwanda,2016,uniqueid_438,No,Rural,Yes,4,33,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_439,No,Rural,Yes,4,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_440,No,Rural,Yes,4,31,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_441,No,Rural,Yes,4,32,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_442,No,Rural,Yes,2,30,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_443,Yes,Rural,Yes,1,34,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Other Income
Rwanda,2016,uniqueid_444,No,Rural,No,6,32,Female,Child,Divorced/Seperated,Primary education,Informally employed
Rwanda,2016,uniqueid_445,Yes,Rural,Yes,4,31,Female,Spouse,Married/Living together,Secondary education,Formally employed Government
Rwanda,2016,uniqueid_446,No,Rural,Yes,1,50,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_447,No,Rural,Yes,6,32,Female,Spouse,Married/Living together,Primary education,Self employed
Rwanda,2016,uniqueid_448,No,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_449,No,Rural,Yes,3,30,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_450,No,Rural,Yes,2,27,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_451,No,Rural,No,3,37,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_452,No,Rural,Yes,7,37,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Rwanda,2016,uniqueid_453,No,Urban,Yes,5,32,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_454,No,Rural,No,3,74,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_455,No,Rural,Yes,6,18,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,2016,uniqueid_456,No,Rural,Yes,6,41,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_457,No,Rural,Yes,5,34,Female,Parent,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_458,No,Rural,Yes,5,18,Female,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_459,No,Rural,Yes,5,55,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_460,No,Rural,No,9,60,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_461,No,Rural,Yes,6,56,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_462,No,Rural,Yes,7,34,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_463,No,Rural,Yes,3,65,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_464,No,Rural,No,6,48,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_465,No,Rural,Yes,4,43,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_466,No,Rural,Yes,6,28,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Rwanda,2016,uniqueid_467,No,Rural,Yes,7,39,Female,Spouse,Married/Living together,Secondary education,Formally employed Government
Rwanda,2016,uniqueid_468,No,Rural,Yes,4,35,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_469,Yes,Rural,Yes,5,33,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_470,No,Rural,No,1,55,Female,Head of Household,Widowed,No formal education,Government Dependent
Rwanda,2016,uniqueid_471,No,Rural,Yes,4,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_472,No,Rural,Yes,4,49,Female,Head of Household,Widowed,Vocational/Specialised training,Farming and Fishing
Rwanda,2016,uniqueid_473,No,Rural,Yes,4,27,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_474,Yes,Urban,Yes,8,57,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Rwanda,2016,uniqueid_475,Yes,Rural,Yes,5,31,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_476,No,Urban,Yes,4,38,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent
Rwanda,2016,uniqueid_477,No,Rural,Yes,4,21,Male,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_478,No,Rural,Yes,6,58,Male,Head of Household,Married/Living together,No formal education,Self employed
Rwanda,2016,uniqueid_479,Yes,Urban,Yes,4,22,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_480,No,Rural,No,3,48,Female,Head of Household,Widowed,Primary education,Government Dependent
Rwanda,2016,uniqueid_481,No,Rural,Yes,4,62,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_482,No,Rural,Yes,3,26,Female,Spouse,Married/Living together,Primary education,Self employed
Rwanda,2016,uniqueid_483,No,Rural,Yes,4,28,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_484,No,Rural,Yes,5,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_485,No,Rural,Yes,6,20,Male,Child,Single/Never Married,Vocational/Specialised training,Informally employed
Rwanda,2016,uniqueid_486,No,Urban,Yes,4,34,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_487,No,Rural,Yes,6,45,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_488,Yes,Urban,Yes,2,40,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,uniqueid_489,No,Rural,No,5,44,Female,Head of Household,Widowed,No formal education,Informally employed
Rwanda,2016,uniqueid_490,No,Rural,Yes,4,27,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_491,No,Rural,No,3,30,Female,Head of Household,Single/Never Married,No formal education,Remittance Dependent
Rwanda,2016,uniqueid_492,No,Rural,Yes,3,24,Male,Head of Household,Married/Living together,Primary education,Informally employed
